ID,poi shape,poi type,coordinate,amenity_types
463,Polygon,parking," 19.1605903, 47.5779586 ",Parking
464,Polygon,hospital," 19.0925559, 47.4799356 ",Healthcare
465,Polygon,hospital," 19.089022, 47.4787443 ",Healthcare
466,Polygon,parking," 18.9366935, 47.4276004 ",Parking
467,Polygon,university," 19.067476, 47.484909 ",School
468,Polygon,university," 19.0780761, 47.4909475 ",School
469,Polygon,university," 19.0776171, 47.4912741 ",School
470,Polygon,parking," 18.9042463, 47.4532387 ",Parking
471,Polygon,post_office," 18.9146721, 47.4347932 ",others
472,Polygon,doctors," 18.9134483, 47.4358433 ",Healthcare
473,Polygon,school," 19.0629182, 47.5026656 ",School
474,Polygon,kindergarten," 18.9147889, 47.4416168 ",School
475,Polygon,parking," 18.9148936, 47.4417025 ",Parking
476,Polygon,parking," 19.0425958, 47.4871237 ",Parking
477,Polygon,parking," 18.8881996, 47.465833 ",Parking
478,Polygon,parking," 18.8859085, 47.4672746 ",Parking
479,Polygon,parking," 18.895351, 47.4595813 ",Parking
480,Polygon,parking," 18.8854966, 47.4666601 ",Parking
481,Polygon,parking," 18.8892599, 47.4657889 ",Parking
482,Polygon,parking," 18.9697865, 47.4530492 ",Parking
483,Polygon,parking," 18.8893188, 47.4639244 ",Parking
484,Polygon,parking," 18.9604364, 47.4514065 ",Parking
485,Polygon,parking," 18.9016006, 47.4676451 ",Parking
486,Polygon,parking," 18.9463249, 47.4529088 ",Parking
487,Polygon,parking," 18.9019749, 47.4562954 ",Parking
488,Polygon,parking," 18.9370124, 47.4534023 ",Parking
489,Polygon,parking," 18.9490305, 47.4553594 ",Parking
490,Polygon,university," 19.0596711, 47.4849429 ",School
491,Polygon,school," 19.2014986, 47.5112481 ",School
492,Polygon,college," 19.2043695, 47.508128 ",School
493,Polygon,parking," 19.2274817, 47.4834789 ",Parking
494,Polygon,parking," 19.1502724, 47.5411627 ",Parking
495,Polygon,parking," 19.151903, 47.540254 ",Parking
496,Polygon,b," 19.1420422, 47.5519727 ",others
497,Polygon,parking," 19.1383915, 47.551733 ",Parking
498,Polygon,parking," 19.0504413, 47.3449926 ",Parking
499,Polygon,parking," 19.0185873, 47.3371491 ",Parking
500,Polygon,parking," 19.3519949, 47.4436364 ",Parking
501,Polygon,parking," 19.3505577, 47.4433227 ",Parking
502,Polygon,parking," 19.3498565, 47.4437824 ",Parking
503,Polygon,parking," 19.3691036, 47.447609 ",Parking
504,Polygon,parking," 19.3633388, 47.4478786 ",Parking
505,Polygon,parking," 19.3614068, 47.4484599 ",Parking
506,Polygon,place_of_worship," 19.3377895, 47.4467966 ",Religion
507,Polygon,parking," 19.2508987, 47.5395685 ",Parking
508,Polygon,fuel," 19.2466953, 47.5396994 ",Fuel Station
509,Polygon,parking," 19.2483519, 47.5401697 ",Parking
510,Polygon,parking," 19.2452037, 47.5388308 ",Parking
511,Polygon,parking," 19.2459908, 47.5403086 ",Parking
512,Polygon,parking," 19.2440479, 47.5389856 ",Parking
513,Polygon,parking," 19.2424535, 47.540171 ",Parking
514,Polygon,parking," 19.1616038, 47.5797836 ",Parking
515,Polygon,parking," 19.0055589, 47.5114327 ",Parking
516,Polygon,parking," 19.1505823, 47.5041356 ",Parking
517,Polygon,parking," 19.2160925, 47.5034167 ",Parking
518,Polygon,parking," 18.98515, 47.4462025 ",Parking
519,Polygon,parking," 19.0685187, 47.4244942 ",Parking
520,Polygon,parking," 18.970347, 47.5004494 ",Parking
521,Polygon,parking," 18.8744973, 47.4707781 ",Parking
522,Polygon,parking," 18.8766757, 47.4668923 ",Parking
523,Polygon,parking," 18.8693298, 47.470324 ",Parking
524,Polygon,parking," 19.0253513, 47.3819122 ",Parking
525,Polygon,school," 18.8992955, 47.5710317 ",School
526,Polygon,place_of_worship," 19.069038, 47.4311721 ",Religion
527,Polygon,school," 19.0206196, 47.44846 ",School
528,Polygon,school," 19.0168023, 47.465736 ",School
529,Polygon,post_office," 19.021793, 47.4654249 ",others
530,Polygon,kindergarten," 18.8976722, 47.4426271 ",School
531,Polygon,school," 18.9008524, 47.4413744 ",School
532,Polygon,nightclub," 19.037298, 47.4401758 ",Entertainment
533,Polygon,fuel," 19.0064615, 47.4479838 ",Fuel Station
534,Polygon,parking," 19.0071761, 47.4487551 ",Parking
535,Polygon,parking," 19.0388988, 47.4354563 ",Parking
536,Polygon,place_of_worship," 19.2890894, 47.5255118 ",Religion
537,Polygon,kindergarten," 19.0363692, 47.4644274 ",School
538,Polygon,parking," 18.9351981, 47.3757328 ",Parking
539,Polygon,parking," 18.8999746, 47.3224581 ",Parking
540,Polygon,parking," 18.9358065, 47.4296782 ",Parking
541,Polygon,restaurant," 18.9013004, 47.4327735 ",Sustenance
542,Polygon,parking," 19.0412102, 47.4364524 ",Parking
543,Polygon,marketplace," 19.0368214, 47.4456563 ",others
544,Polygon,parking," 18.8930411, 47.4453629 ",Parking
545,Polygon,parking," 18.8916482, 47.4439143 ",Parking
546,Polygon,community_centre," 19.0163296, 47.4633392 ",Entertainment
547,Polygon,post_office," 19.0162142, 47.463177 ",others
548,Polygon,kindergarten," 19.0344002, 47.4619588 ",School
549,Polygon,kindergarten," 19.034426, 47.462056 ",School
550,Polygon,fire_station," 19.2561894, 47.4382251 ",others
551,Polygon,fast_food," 19.0211321, 47.4096515 ",Sustenance
552,Polygon,place_of_worship," 19.0733864, 47.4834038 ",Religion
553,Polygon,theatre," 19.0640613, 47.4915941 ",Entertainment
554,Polygon,place_of_worship," 19.0765557, 47.5019003 ",Religion
555,Polygon,parking," 19.0621333, 47.4756817 ",Parking
556,Polygon,kindergarten," 19.1352895, 47.5451282 ",School
557,Polygon,kindergarten," 19.1409543, 47.5388018 ",School
558,Polygon,recycling," 19.1833584, 47.5208855 ",Recycling
559,Polygon,parking," 18.9777018, 47.4483266 ",Parking
560,Polygon,school," 19.0361525, 47.4319081 ",School
561,Polygon,marketplace," 19.0713832, 47.4258042 ",others
562,Polygon,parking," 18.9542976, 47.4660024 ",Parking
563,Polygon,place_of_worship," 19.069057, 47.4199436 ",Religion
564,Polygon,parking," 19.004649, 47.3994289 ",Parking
565,Polygon,place_of_worship," 19.3504814, 47.4430711 ",Religion
566,Polygon,parking," 19.3484329, 47.4425624 ",Parking
567,Polygon,police," 19.0399797, 47.427231 ",Police
568,Polygon,school," 19.038161, 47.426983 ",School
569,Polygon,parking," 19.3510604, 47.4428742 ",Parking
570,Polygon,hospital," 19.0803534, 47.4965437 ",Healthcare
571,Polygon,parking," 18.9128557, 47.4308322 ",Parking
572,Polygon,community_centre," 18.9129773, 47.4294093 ",Entertainment
573,Polygon,parking," 18.9131801, 47.4310543 ",Parking
574,Polygon,fast_food," 19.0694948, 47.4249616 ",Sustenance
575,Polygon,parking," 18.9846299, 47.4467178 ",Parking
576,Polygon,fuel," 19.3362132, 47.4610893 ",Fuel Station
577,Polygon,parking," 19.0225997, 47.4651458 ",Parking
578,Polygon,fuel," 19.0560959, 47.380406 ",Fuel Station
579,Polygon,restaurant," 19.0536236, 47.3804722 ",Sustenance
580,Polygon,parking," 19.0550875, 47.3807725 ",Parking
581,Polygon,parking," 19.054927, 47.3792428 ",Parking
582,Polygon,place_of_worship," 18.9565002, 47.4650118 ",Religion
583,Polygon,recycling," 18.9207265, 47.4499471 ",Recycling
584,Polygon,restaurant," 19.0407352, 47.4764751 ",Sustenance
585,Polygon,parking," 19.0328891, 47.4723648 ",Parking
586,Polygon,hospital," 19.0362299, 47.4706967 ",Healthcare
587,Polygon,parking," 18.9059111, 47.445571 ",Parking
588,Polygon,parking," 19.1599975, 47.3474764 ",Parking
589,Polygon,marketplace," 19.1258078, 47.4526905 ",others
590,Polygon,place_of_worship," 19.0457563, 47.5371576 ",Religion
591,Polygon,embassy," 19.0407337, 47.4866296 ",others
592,Polygon,hospital," 19.0329377, 47.4820318 ",Healthcare
593,Polygon,school," 19.3492123, 47.4418361 ",School
594,Polygon,school," 19.35803, 47.4399307 ",School
595,Polygon,university," 19.0347059, 47.5336858 ",School
596,Polygon,place_of_worship," 19.351171, 47.4421255 ",Religion
597,Polygon,place_of_worship," 19.1132239, 47.5198048 ",Religion
598,Polygon,school," 19.1167712, 47.5460752 ",School
599,Polygon,fuel," 19.1209356, 47.5605765 ",Fuel Station
600,Polygon,place_of_worship," 19.1203303, 47.56312 ",Religion
601,Polygon,place_of_worship," 19.1237347, 47.5616494 ",Religion
602,Polygon,doctors," 19.1021358, 47.5630744 ",Healthcare
603,Polygon,parking," 19.0992154, 47.5601639 ",Parking
604,Polygon,kindergarten," 19.0974865, 47.5626443 ",School
605,Polygon,school," 19.0962817, 47.5621726 ",School
606,Polygon,kindergarten," 19.097343, 47.5622576 ",School
607,Polygon,pharmacy," 19.0951776, 47.5617666 ",Healthcare
608,Polygon,kindergarten," 19.0947372, 47.5626406 ",School
609,Polygon,pharmacy," 19.1009991, 47.5657002 ",Healthcare
610,Polygon,hospital," 19.1001263, 47.5658495 ",Healthcare
611,Polygon,bank," 19.0942816, 47.5606024 ",Financial
612,Polygon,place_of_worship," 19.1093277, 47.5621288 ",Religion
613,Polygon,community_centre," 19.0884891, 47.5591245 ",Entertainment
614,Polygon,parking," 19.0898202, 47.5598065 ",Parking
615,Polygon,parking," 19.1012224, 47.5584375 ",Parking
616,Polygon,fire_station," 19.096545, 47.5675688 ",others
617,Polygon,parking," 19.0939739, 47.5552321 ",Parking
618,Polygon,school," 19.0960111, 47.5585757 ",School
619,Polygon,parking," 19.0775551, 47.559037 ",Parking
620,Polygon,parking," 19.0805133, 47.5596284 ",Parking
621,Polygon,public_building," 19.0906646, 47.5622076 ",others
622,Polygon,doctors," 18.95348, 47.5490009 ",Healthcare
623,Polygon,school," 19.0991488, 47.5658741 ",School
624,Polygon,community_centre," 19.1323144, 47.4854963 ",Entertainment
625,Polygon,theatre," 19.0255784, 47.5106851 ",Entertainment
626,Polygon,fuel," 19.0920621, 47.553096 ",Fuel Station
627,Polygon,school," 19.0867153, 47.5556079 ",School
628,Polygon,clinic," 19.080896, 47.5293638 ",Healthcare
629,Polygon,townhall," 19.0818893, 47.529621 ",Government
630,Polygon,townhall," 19.0810159, 47.5301839 ",Government
631,Polygon,townhall," 19.0814426, 47.5298662 ",Government
632,Polygon,townhall," 19.0815167, 47.5299067 ",Government
633,Polygon,townhall," 19.0819503, 47.5297353 ",Government
634,Polygon,parking," 19.0825274, 47.5340573 ",Parking
635,Polygon,nursing_home," 18.9678749, 47.5675956 ",Healthcare
636,Polygon,place_of_worship," 18.9605466, 47.5661862 ",Religion
637,Polygon,school," 18.9470219, 47.5642476 ",School
638,Polygon,parking," 19.107055, 47.5633566 ",Parking
639,Polygon,fountain," 19.0868234, 47.5444077 ",Arts
640,Polygon,school," 19.0863139, 47.5463592 ",School
641,Polygon,swimming_pool," 19.0858041, 47.5453804 ",others
642,Polygon,parking," 19.0619978, 47.5231241 ",Parking
643,Polygon,place_of_worship," 19.0887959, 47.5623031 ",Religion
644,Polygon,community_centre," 19.0338902, 47.541623 ",Entertainment
645,Polygon,community_centre," 19.0838867, 47.5465741 ",Entertainment
646,Polygon,courthouse," 19.0934422, 47.5580084 ",Government
647,Polygon,kindergarten," 19.0826749, 47.5407523 ",School
648,Polygon,recycling," 19.0293823, 47.4695135 ",Recycling
649,Polygon,arts_centre," 19.0995591, 47.5010401 ",Arts
650,Polygon,school," 19.0885587, 47.5397354 ",School
651,Polygon,kindergarten," 19.0886305, 47.5388402 ",School
652,Polygon,place_of_worship," 19.0906764, 47.5422984 ",Religion
653,Polygon,social_facility," 19.0955308, 47.5461957 ",Healthcare
654,Polygon,marketplace," 19.1173017, 47.5480605 ",others
655,Polygon,kindergarten," 19.1148667, 47.5456266 ",School
656,Polygon,kindergarten," 19.0743785, 47.5438644 ",School
657,Polygon,school," 19.0760334, 47.5457472 ",School
658,Polygon,place_of_worship," 19.076879, 47.5470902 ",Religion
659,Polygon,doctors," 19.07997, 47.5474864 ",Healthcare
660,Polygon,parking," 19.0768277, 47.5463523 ",Parking
661,Polygon,school," 19.0782328, 47.5511026 ",School
662,Polygon,pharmacy," 19.0778443, 47.5491182 ",Healthcare
663,Polygon,kindergarten," 19.0781239, 47.5499137 ",School
664,Polygon,parking," 19.1325751, 47.4922988 ",Parking
665,Polygon,parking," 19.118987, 47.4957117 ",Parking
666,Polygon,parking," 19.1379927, 47.49275 ",Parking
667,Polygon,parking," 19.1205071, 47.4934876 ",Parking
668,Polygon,school," 19.0663358, 47.5358542 ",School
669,Polygon,parking," 19.0645002, 47.5383299 ",Parking
670,Polygon,community_centre," 19.0624561, 47.5382534 ",Entertainment
671,Polygon,library," 19.0658306, 47.5374522 ",Education
672,Polygon,parking," 19.1032385, 47.5552769 ",Parking
673,Polygon,parking," 19.0901264, 47.519904 ",Parking
674,Polygon,parking," 19.1433326, 47.5096729 ",Parking
675,Polygon,parking," 18.8948933, 47.4634182 ",Parking
676,Polygon,parking," 19.0793561, 47.5320087 ",Parking
677,Polygon,kindergarten," 19.0778474, 47.5323976 ",School
678,Polygon,school," 19.071154, 47.5419789 ",School
679,Polygon,place_of_worship," 19.0693408, 47.5377726 ",Religion
680,Polygon,school," 19.0763631, 47.5410791 ",School
681,Polygon,fire_station," 19.0857285, 47.5367201 ",others
682,Polygon,school," 19.0764475, 47.533175 ",School
683,Polygon,college," 19.0764153, 47.5334226 ",School
684,Polygon,restaurant," 19.0728681, 47.536001 ",Sustenance
685,Polygon,place_of_worship," 19.0980531, 47.5694675 ",Religion
686,Polygon,place_of_worship," 19.0826571, 47.5623618 ",Religion
687,Polygon,nursing_home," 18.9008524, 47.4413744 ",Healthcare
688,Polygon,theatre," 19.0710625, 47.4710208 ",Entertainment
689,Polygon,parking," 19.1490758, 47.5662435 ",Parking
690,Polygon,kindergarten," 19.0845127, 47.5317712 ",School
691,Polygon,parking," 19.0846236, 47.5289894 ",Parking
692,Polygon,bus_station," 19.0788236, 47.5592149 ",others
693,Polygon,parking," 19.1150594, 47.6099323 ",Parking
694,Polygon,parking," 19.1592146, 47.4141778 ",Parking
695,Polygon,parking," 19.1166573, 47.6101977 ",Parking
696,Polygon,parking," 19.1593896, 47.4185037 ",Parking
697,Polygon,parking," 19.1594763, 47.4165628 ",Parking
698,Polygon,parking," 19.1462422, 47.4251632 ",Parking
699,Polygon,fast_food," 19.1583287, 47.4148705 ",Sustenance
700,Polygon,parking," 19.1168143, 47.6056929 ",Parking
701,Polygon,parking," 19.1628546, 47.4131694 ",Parking
702,Polygon,parking," 19.1155686, 47.6110977 ",Parking
703,Polygon,parking," 19.0686511, 47.533701 ",Parking
704,Polygon,hospital," 19.0814946, 47.5290063 ",Healthcare
705,Polygon,parking," 19.337194, 47.4603563 ",Parking
706,Polygon,pharmacy," 19.0978155, 47.5803528 ",Healthcare
707,Polygon,parking," 19.3331559, 47.4609618 ",Parking
708,Polygon,parking," 19.0699369, 47.5351912 ",Parking
709,Polygon,pharmacy," 19.0613262, 47.5341249 ",Healthcare
710,Polygon,kindergarten," 19.0607423, 47.5331937 ",School
711,Polygon,marketplace," 19.0868744, 47.5621536 ",others
712,Polygon,parking," 19.0892526, 47.5628234 ",Parking
713,Polygon,hospital," 19.0813282, 47.5278817 ",Healthcare
714,Polygon,place_of_worship," 19.0816019, 47.5310799 ",Religion
715,Polygon,place_of_worship," 18.9797129, 47.5645938 ",Religion
716,Polygon,hospital," 18.9634889, 47.5475717 ",Healthcare
717,Polygon,social_facility," 19.0702546, 47.5260261 ",Healthcare
718,Polygon,parking," 19.0671261, 47.5239149 ",Parking
719,Polygon,place_of_worship," 19.0673045, 47.5225452 ",Religion
720,Polygon,veterinary," 19.0754767, 47.5241075 ",Healthcare
721,Polygon,bus_station," 19.0029138, 47.3317402 ",others
722,Polygon,fuel," 19.081118, 47.5228346 ",Fuel Station
723,Polygon,school," 18.9843358, 47.4467324 ",School
724,Polygon,restaurant," 19.0575279, 47.5180286 ",Sustenance
725,Polygon,car_wash," 19.0569145, 47.5187579 ",Transportation: Car
726,Polygon,parking," 19.0574775, 47.5186302 ",Parking
727,Polygon,parking," 19.062705, 47.5313159 ",Parking
728,Polygon,place_of_worship," 19.0611093, 47.4887464 ",Religion
729,Polygon,parking," 19.0634706, 47.4889317 ",Parking
730,Polygon,social_facility," 19.0644906, 47.5229255 ",Healthcare
731,Polygon,school," 19.0627689, 47.5221088 ",School
732,Polygon,kindergarten," 19.063677, 47.5218694 ",School
733,Polygon,marketplace," 19.0614304, 47.5194039 ",others
734,Polygon,parking," 19.0673078, 47.5319046 ",Parking
735,Polygon,restaurant," 19.0254286, 47.4478563 ",Sustenance
736,Polygon,pub," 19.0283505, 47.4481019 ",Sustenance
737,Polygon,university," 19.0631205, 47.4727073 ",School
738,Polygon,parking," 19.0876897, 47.468925 ",Parking
739,Polygon,place_of_worship," 19.0899428, 47.5628393 ",Religion
740,Polygon,parking," 18.9576005, 47.4608958 ",Parking
741,Polygon,restaurant," 18.9624256, 47.4397858 ",Sustenance
742,Polygon,parking," 18.9660378, 47.4478146 ",Parking
743,Polygon,place_of_worship," 18.9519093, 47.4628953 ",Religion
744,Polygon,restaurant," 18.9518981, 47.4634473 ",Sustenance
745,Polygon,parking," 19.1090932, 47.5802571 ",Parking
746,Polygon,kindergarten," 19.1149804, 47.5852169 ",School
747,Polygon,kindergarten," 19.1138954, 47.5828182 ",School
748,Polygon,school," 19.1134355, 47.5825492 ",School
749,Polygon,school," 19.1075755, 47.5835708 ",School
750,Polygon,school," 19.1150674, 47.5890072 ",School
751,Polygon,childcare," 19.1169206, 47.5893184 ",others
752,Polygon,kindergarten," 19.1169384, 47.5899721 ",School
753,Polygon,kindergarten," 19.1088846, 47.5821216 ",School
754,Polygon,school," 19.1086833, 47.5815512 ",School
755,Polygon,parking," 19.1176722, 47.5923889 ",Parking
756,Polygon,parking," 19.1169219, 47.5925822 ",Parking
757,Polygon,police," 19.0542691, 47.5159945 ",Police
758,Polygon,school," 19.0178154, 47.4920194 ",School
759,Polygon,post_office," 19.0901281, 47.5638772 ",others
760,Polygon,school," 19.0888987, 47.564082 ",School
761,Polygon,disused:restaurant," 19.0908557, 47.5649074 ",others
762,Polygon,parking," 19.2708975, 47.4874541 ",Parking
763,Polygon,parking," 19.0377129, 47.5415974 ",Parking
764,Polygon,parking," 19.3932226, 47.4295038 ",Parking
765,Polygon,parking," 19.0993483, 47.4755296 ",Parking
766,Polygon,parking," 19.0365873, 47.4133983 ",Parking
767,Polygon,parking," 19.2825629, 47.4915984 ",Parking
768,Polygon,parking," 19.2565121, 47.4865463 ",Parking
769,Polygon,parking," 19.1440232, 47.4640676 ",Parking
770,Polygon,parking," 18.994231, 47.5194195 ",Parking
771,Polygon,parking," 19.2955647, 47.4571707 ",Parking
772,Polygon,parking," 19.1355431, 47.5014954 ",Parking
773,Polygon,parking," 19.2190394, 47.5207466 ",Parking
774,Polygon,parking," 19.1159505, 47.5006223 ",Parking
775,Polygon,parking," 19.0585318, 47.5156715 ",Parking
776,Polygon,university," 19.1070451, 47.4701249 ",School
777,Polygon,fire_station," 19.0810423, 47.4952913 ",others
778,Polygon,school," 19.0557959, 47.5142172 ",School
779,Polygon,school," 19.0575188, 47.5264521 ",School
780,Polygon,parking," 19.0552198, 47.5142455 ",Parking
781,Polygon,school," 19.0453342, 47.4631624 ",School
782,Polygon,porters_cubicle," 19.051327, 47.5184934 ",others
783,Polygon,parking," 19.0560276, 47.5131459 ",Parking
784,Polygon,parking," 19.0559225, 47.512694 ",Parking
785,Polygon,fuel," 19.1303955, 47.3791288 ",Fuel Station
786,Polygon,fountain," 19.0505168, 47.5187124 ",Arts
